Company,Product,TypeName,Inches,ScreenResolution,Name CPU,CPU Speed,Ram,Name Memory,Memory Capacity,Gpu,OpSys,Weight,Price_dollars,Discount,Star_rating,Rating,Review
Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,1920x1080,Intel Core i5 7200U,2.5GHz,4,HDD,1024GB,Nvidia GeForce 920MX,No OS,2.2,532.5826999999999,21,3.9,7,0
HP,Envy 13-AD007nv,Notebook,13.3,1920x1080,Intel Core i5 7200U,2.5GHz,4,SSD,256GB,Intel HD Graphics 620,Windows 10,1.32,746.0427,17,4.4,4008,519
Acer,Aspire 5,Notebook,17.3,1920x1080,Intel Core i3 7130U,2.7GHz,4,HDD,1024GB,Nvidia GeForce MX130,Windows 10,3,699.0814999999999,1,0.0,0,0
Lenovo,ThinkPad E480,Notebook,14,1920x1080,Intel Core i5 8250U,1.6GHz,8,SSD,256GB,AMD Radeon RX 550,Windows 10,1.75,1191.1281459999998,2,4.3,1278,135
Lenovo,Legion Y520-15IKBN,Gaming,15.6,1920x1080,Intel Core i7 7700HQ,2.8GHz,8,SSD,256GB,Nvidia GeForce GTX 1050M,No OS,2.4,927.4836999999999,18,4.4,4008,519
Toshiba,Satellite Pro,Notebook,15.6,1366x768,Intel Core i5 6200U,2.3GHz,4,HDD,500GB,Intel HD Graphics 520,Windows 10,2.1,642.5146,23,0.0,0,0
HP,255 G6,Notebook,15.6,1366x768,AMD A6-Series 9220,2.5GHz,4,SSD,256GB,AMD Radeon R4 Graphics,Windows 10,1.86,393.83369999999996,31,3.4,10,2
Asus,ZenBook UX430UA,Ultrabook,14,1920x1080,Intel Core i7 8550U,1.8GHz,8,SSD,256GB,Intel UHD Graphics 620,Windows 10,1.25,1172.9626999999998,21,0.0,0,0
HP,EliteBook Folio,Ultrabook,12.5,3840x2160,Intel Core M 6Y75,1.2GHz,8,SSD,512GB,Intel HD Graphics 515,Windows 10,0.97,2149.5422,15,4.3,143,15
Asus,X541NA (N3350/4GB/1TB/FHD/W10),Notebook,15.6,1920x1080,Intel Celeron Dual Core N3350,1.1GHz,4,HDD,1024GB,Intel HD Graphics 500,Windows 10,2,367.15119999999996,30,3.9,28,4
MSI,GE72MVR 7RG,Gaming,17.3,1920x1080,Intel Core i7 7700HQ,2.8GHz,16,HDD,256GB,Nvidia GeForce GTX 1070,Windows 10,2.9,2165.5517,37,4.0,2124,233
Acer,Aspire A315-51,Notebook,15.6,1366x768,Intel Core i3 6006U,2GHz,4,HDD,1024GB,Intel HD Graphics 520,Windows 10,2.1,477.08309999999994,16,4.0,276,40
Dell,Inspiron 5577,Gaming,15.6,1920x1080,Intel Core i7 7700HQ,2.8GHz,16,SSD,512GB,Nvidia GeForce GTX 1050,Windows 10,2.56,1333.335198,5,3.9,250,21
Dell,Inspiron 7567,Gaming,15.6,1920x1080,Intel Core i7 7700HQ,2.8GHz,8,Hybrid,1024GB,Nvidia GeForce GTX 1050,Windows 10,2.62,959.5026999999999,27,4.0,1917,189
Lenovo,V110-15IKB (i5-7200U/4GB/128GB/W10),Notebook,15.6,1366x768,Intel Core i5 7200U,2.5GHz,4,SSD,128GB,Intel HD Graphics 620,Windows 10,1.9,531.5154,10,4.1,4999,490
MSI,GE73VR 7RE,Gaming,17.3,1920x1080,Intel Core i7 7700HQ,2.8GHz,16,HDD,256GB,Nvidia GeForce GTX 1060,Windows 10,2.8,2017.197,26,3.8,17,0
HP,EliteBook 840,Ultrabook,14,1920x1080,Intel Core i5 7500U,2.7GHz,4,SSD,256GB,Intel HD Graphics 620,Windows 10,1.48,1154.8185999999998,21,4.2,17,0
HP,15-BS103nv (i5-8250U/6GB/256GB/Radeon,Notebook,15.6,1920x1080,Intel Core i5 8250U,1.6GHz,6,SSD,256GB,AMD Radeon 520,Windows 10,1.91,660.6587,30,0.0,0,0
Lenovo,Yoga 520-14IKB,2 in 1 Convertible,14,1920x1080,Intel Core i3 7100U,2.4GHz,4,SSD,256GB,Intel HD Graphics 620,Windows 10,1.74,671.3317,14,3.7,4203,490
Asus,ZenBook Flip,2 in 1 Convertible,13.3,1920x1080,Intel Core i5 8250U,1.6GHz,8,SSD,256GB,Intel HD Graphics 620,Windows 10,1.1,1403.4995,25,3.9,13,0
Dell,Inspiron 5579,2 in 1 Convertible,15.6,1920x1080,Intel Core i7 8550U,1.8GHz,8,SSD,256GB,Intel UHD Graphics 620,Windows 10,1.56,1119.5976999999998,27,3.8,15,1
Toshiba,Satellite Pro,Notebook,15.6,1366x768,Intel Core i3 6006U,2.2GHz,4,HDD,500GB,Intel HD Graphics 520,Windows 10,2.1,477.08309999999994,11,4.0,527,46
Asus,X555BP-XX180T (A9-9420/4GB/1TB/Radeon,Notebook,15.6,1366x768,AMD A9-Series 9420,3GHz,4,HDD,1024GB,AMD Radeon R5 M420,Windows 10,2.03,430.1219,36,3.7,103,10
Acer,Aspire A517-51G,Notebook,17.3,1920x1080,Intel Core i5 8250U,1.6GHz,4,SSD,256GB,Nvidia GeForce MX150,Windows 10,3,859.1764999999999,12,3.9,324,45
Dell,Inspiron 3576,Notebook,15.6,1920x1080,Intel Core i5 8250U,1.6GHz,8,SSD,256GB,AMD Radeon 520,Windows 10,2.13,776.9943999999999,11,4.0,69,5
Lenovo,Legion Y520-15IKBN,Gaming,15.6,1920x1080,Intel Core i7 7700HQ,2.8GHz,16,SSD,256GB,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5,1151.6166999999998,4,3.9,16,0
Acer,Aspire A315-31,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350,1.1GHz,4,HDD,1024GB,Intel HD Graphics 500,Windows 10,2.1,371.4204,8,3.9,40,3
MSI,GE63VR 7RE,Gaming,15.6,1920x1080,Intel Core i7 7700HQ,2.8GHz,16,HDD,256GB,Nvidia GeForce GTX 1060,Windows 10,2.4,1920.0727,22,3.4,12,1
Acer,Aspire 3,Notebook,15.6,1366x768,Intel Pentium Quad Core N4200,1.1GHz,4,HDD,1024GB,Intel HD Graphics 505,Windows 10,2.1,387.97422299999994,14,3.8,1146,175
Dell,Inspiron 5577,Gaming,15.6,1920x1080,Intel Core i7 7700HQ,2.8GHz,8,HDD,128GB,Nvidia GeForce GTX 1050,Windows 10,2.56,1131.8609769999998,15,4.0,1850,216
Acer,Aspire A517-51G,Notebook,17.3,1920x1080,Intel Core i5 8250U,1.6GHz,8,SSD,256GB,Nvidia GeForce MX150,Windows 10,3,911.4741999999999,15,3.7,43,7
HP,ProBook 430,Notebook,13.3,1920x1080,Intel Core i5 8250U,1.6GHz,4,HDD,500GB,Intel UHD Graphics 620,Windows 10,1.49,804.7442,11,4.1,231,26
Huawei,MateBook X,Ultrabook,13,2160x1440,Intel Core i5 7200U,2.5GHz,8,SSD,256GB,Intel HD Graphics 620,Windows 10,1.05,1439.7876999999999,19,4.2,502,93
HP,17-bs001nv (i5-7200U/6GB/2TB/Radeon,Notebook,17.3,1920x1080,Intel Core i5 7200U,2.5GHz,6,HDD,2048GB,AMD Radeon 520,Windows 10,2.71,746.0427,5,4.1,1096,116
Lenovo,IdeaPad 320-15AST,Notebook,15.6,1366x768,AMD A6-Series 9220,2.9GHz,4,HDD,500GB,AMD Radeon R4 Graphics,No OS,2.2,329.79569999999995,7,4.1,313,35
Toshiba,Satellite Pro,Notebook,15.6,1366x768,Intel Core i3 7100U,2.4GHz,4,HDD,500GB,Intel HD Graphics 620,Windows 10,2,521.9096999999999,11,4.7,7,0
HP,ProBook 470,Notebook,17.3,1920x1080,Intel Core i5 8250U,1.6GHz,8,SSD,256GB,Nvidia GeForce 930MX,Windows 10,2.5,985.1179,26,3.7,265,46
Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel Core i3 7100U,2.4GHz,8,HDD,1024GB,Intel HD Graphics 620,Windows 10,2.3,489.8907,0,4.5,38,3
Acer,Aspire A315-51,Notebook,15.6,1366x768,Intel Core i3 6006U,2GHz,4,SSD,128GB,Intel HD Graphics 520,Windows 10,2.1,479.2177,23,3.6,7,2
MSI,GT80S 6QF-074US,Gaming,18.4,1920x1080,Intel Core i7 6920HQ,2.9GHz,32,HDD,512GB,Nvidia GTX 980 SLI,Windows 10,4.4,2987.3727,20,3.0,4,0
Lenovo,V310-15IKB (i5-7200U/8GB/1TB,Notebook,15.6,1920x1080,Intel Core i5 7200U,2.5GHz,8,HDD,128GB,AMD R17M-M1-70,Windows 10,1.90,867.7149,17,0.0,0,0
HP,Spectre x360,2 in 1 Convertible,13.3,3840x2160,Intel Core i5 8250U,1.6GHz,8,SSD,256GB,Intel UHD Graphics 620,Windows 10,1.29,1599.8826999999999,22,0.0,0,0
Dell,Inspiron 5570,Notebook,15.6,1920x1080,Intel Core i7 8550U,1.8GHz,16,HDD,256GB,AMD Radeon 530,Linux,2.02,1119.5976999999998,17,3.9,818,113
Dell,XPS 13,Ultrabook,13.3,1920x1080,Intel Core i5 8250U,1.6GHz,8,SSD,256GB,Intel UHD Graphics 620,Windows 10,1.23,1493.1526999999999,15,3.8,25,4
Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,3840x2160,Intel Core i7 8550U,1.8GHz,16,SSD,512GB,Intel UHD Graphics 620,Windows 10,1.4,1973.4377,25,2.0,12,0
Toshiba,Satellite Pro,Notebook,15.6,1366x768,Intel Core i5 7200U,2.5GHz,8,SSD,128GB,Intel HD Graphics 620,Windows 10,2.0,846.3688999999999,25,3.2,17,1
Xiaomi,Mi Notebook,Notebook,15.6,1920x1080,Intel Core i5 8250U,1.6GHz,8,SSD,256GB,Nvidia GeForce MX150,No OS,1.95,1279.6926999999998,20,4.1,974,170
Dell,Inspiron 7773,Notebook,17.3,1920x1080,Intel Core i7 8550U,1.8GHz,16,SSD,512GB,Nvidia GeForce 150MX,Windows 10,2.77,1653.2477,26,3.2,83,15
Dell,XPS 15,Notebook,15.6,3840x2160,Intel Core i7 7700HQ,2.8GHz,16,SSD,512GB,Nvidia GeForce GTX 1050,Windows 10,2.06,2558.3181,15,3.4,31,6
Lenovo,Legion Y520-15IKBN,Gaming,15.6,1920x1080,Intel Core i5 7300HQ,2.5GHz,8,SSD,256GB,Nvidia GeForce GTX 1050,No OS,2.4,831.4267,18,3.9,637,91
Acer,Swift 7,Ultrabook,13.3,1920x1080,Intel Core i5 7Y54,1.2GHz,8,SSD,256GB,Intel HD Graphics 615,Windows 10,1.12,1055.5597,24,5.0,7,5
Dell,Inspiron 5770,Notebook,17.3,1920x1080,Intel Core i7 8550U,1.8GHz,8,HDD,128GB,AMD Radeon 530,Windows 10,2.8,1158.0204999999999,24,4.3,207,16
Lenovo,Thinkpad Yoga,2 in 1 Convertible,14,2560x1440,Intel Core i7 7500U,2.7GHz,16,SSD,1024GB,Intel HD Graphics 620,Windows 10,1.42,3014.0552,22,4.3,844,103
Vero,K147 (N3350/4GB/32GB/FHD/W10),Notebook,14,1920x1080,Intel Celeron Dual Core N3350,1.1GHz,4,SSD,32GB,Intel HD Graphics 500,Windows 10,1.3,277.498,27,4.2,53,6
Xiaomi,Mi Notebook,Ultrabook,13.3,1920x1080,Intel Core i5 7200U,2.5GHz,8,SSD,256GB,Nvidia GeForce MX150,No OS,1.3,1067.19327,0,4.1,62,7
Lenovo,IdeaPad 320-17IKBR,Notebook,17.3,1600x900,Intel Core i5 8250U,1.6GHz,8,SSD,256GB,Nvidia GeForce MX150,No OS,2.8,744.9753999999999,31,4.2,38,2
Dell,Inspiron 5379,2 in 1 Convertible,13.3,1920x1080,Intel Core i7 8550U,1.8GHz,8,HDD,1024GB,Intel UHD Graphics 620,Windows 10,1.62,895.4646999999999,18,4.1,724,92
HP,ProBook 470,Notebook,17.3,1920x1080,Intel Core i5 8250U,1.6GHz,8,HDD,1024GB,Nvidia GeForce 930MX,Windows 10,2.5,975.5121999999999,27,0.0,0,0
Razer,Blade Pro,Gaming,17.3,3840x2160,Intel Core i7 7820HK,2.9GHz,32,SSD,1024GB,Nvidia GeForce GTX 1080,Windows 10,3.49,6509.462699999999,25,4.3,9,0
HP,ProBook 430,Notebook,13.3,1920x1080,Intel Core i5 8250U,1.6GHz,8,SSD,512GB,Intel UHD Graphics 620,Windows 10,1.49,1023.5406999999999,21,0.0,0,0
HP,Omen 17-W295,Gaming,17.3,1920x1080,Intel Core i7 7700HQ,2.8GHz,16,HDD,256GB,Nvidia GeForce GTX 1050,Windows 10,3.35,1471.8066999999999,22,0.0,0,0
HP,Probook 470,Notebook,17.3,1920x1080,Intel Core i7 8550U,1.8GHz,8,SSD,256GB,Nvidia GeForce 930MX ,Windows 10,2.5,1115.3284999999998,24,0.0,0,0
Dell,Inspiron 7577,Gaming,15.6,3840x2160,Intel Core i7 7700HQ,2.8GHz,16,HDD,512GB,Nvidia GeForce GTX 1060,Windows 10,2.65,1969.1684999999998,20,4.2,56,7
Lenovo,V110-15ISK (i5-6200U/4GB/128GB/W10),Notebook,15.6,1366x768,Intel Core i5 6200U,2.3GHz,4,SSD,128GB,Intel HD Graphics 520,Windows 10,2.1,526.1789,23,0.0,0,0
Acer,Aspire E5-576G,Notebook,15.6,1920x1080,Intel Core i7 7500U,2.7GHz,8,HDD,1024GB,Nvidia GeForce 940MX,Windows 10,2.23,791.9365999999999,14,0.0,0,0
Lenovo,Legion Y720-15IKB,Gaming,15.6,1920x1080,Intel Core i7 7700HQ,2.8GHz,16,HDD,512GB,Nvidia GeForce GTX 1060,Windows 10,3.2,1866.7077,12,3.9,170,11
Dell,Precision 7520,Workstation,15.6,3840x2160,Intel Xeon E3-1505M V6,3GHz,16,HDD,256GB,Nvidia Quadro M1200,Windows 10,2.8,3260.6014999999998,21,2.9,95,5
Lenovo,Legion Y520-15IKBN,Gaming,15.6,1920x1080,Intel Core i7 7700HQ,2.8GHz,16,SSD,512GB,Nvidia GeForce GTX 1060,No OS,2.4,1492.0854,17,3.6,197,25
Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel Core i3 7100U,2.4GHz,6,HDD,1024GB,Intel HD Graphics 620,Windows 10,2.3,468.5447,18,3.6,1180,148
Dell,XPS 13,Ultrabook,13.3,3840x2160,Intel Core i7 8550U,1.8GHz,8,SSD,256GB,Intel UHD Graphics 620,Windows 10,1.21,2080.1677,16,3.6,232,23
Dell,XPS 13,Ultrabook,13.3,1920x1080,Intel Core i7 8550U,1.8GHz,8,SSD,256GB,Intel UHD Graphics 620,Windows 10,1.2,1546.5176999999999,11,3.8,596,65
Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,1366x768,Intel Core i5 7200U,2.5GHz,8,SSD,256GB,Intel HD Graphics 620,Windows 10,2.2,637.1781,19,3.3,19,1
Acer,Aspire 7,Notebook,15.6,1920x1080,Intel Core i7 7700HQ,2.8GHz,8,HDD,1024GB,Nvidia GeForce GTX 1050,Linux,2.4,831.4267,35,3.7,84,16
Asus,ROG GL703VD-GC028T,Gaming,17.3,1920x1080,Intel Core i7 7700HQ,2.8GHz,16,HDD,256GB,Nvidia GeForce GTX 1050,Windows 10,2.9,1501.6910999999998,31,3.4,414,54
HP,15-bs018nq (i3-6006U/4GB/500GB/FHD/No,Notebook,15.6,1920x1080,Intel Core i3 6006U,2GHz,4,HDD,500GB,Intel HD Graphics 520,No OS,2.1,372.48769999999996,28,2.8,70,16
Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,1920x1080,Intel Core i5 7200U,2.5GHz,8,SSD,256GB,Intel HD Graphics 620,No OS,2.2,585.9476999999999,33,4.5,1336,186
Huawei,MateBook X,Ultrabook,13,2160x1440,Intel Core i7 7500U,2.7GHz,8,SSD,512GB,Intel HD Graphics 620,Windows 10,1.05,1599.8826999999999,43,4.4,10966,1185
Dell,Inspiron 5370,Ultrabook,13.3,1920x1080,Intel Core i7 8550U,1.8GHz,8,SSD,256GB,AMD Radeon 530,Windows 10,1.4,994.595524,3,4.0,1,1
Lenovo,IdeaPad 320-17IKB,Notebook,17.3,1600x900,Intel Core i5 7200U,2.5GHz,8,HDD,1024GB,Nvidia GeForce GTX 940MX,No OS,2.8,628.6397,24,4.3,31,6
HP,Probook 440,Notebook,14,1920x1080,Intel Core i7 8550U,1.8GHz,8,SSD,256GB,Nvidia GeForce 930MX,Windows 10,1.63,1100.3863,12,4.5,1881,241
Dell,Latitude 5490,Ultrabook,14,1920x1080,Intel Core i5 8250U,1.6GHz,8,SSD,256GB,Intel UHD Graphics 620,Windows 10,1.6,1226.3276999999998,2,1.6,23,4
Dell,Inspiron 5379,2 in 1 Convertible,13.3,1920x1080,Intel Core i7 8550U,1.8GHz,16,SSD,512GB,Intel UHD Graphics 620,Windows 10,1.62,1365.0766999999998,10,0.0,0,0
Dell,Inspiron 3576,Notebook,15.6,1920x1080,Intel Core i5 8250U,1.6GHz,8,SSD,256GB,AMD Radeon 520,Linux,2.2,722.935655,11,4.0,818,109
Lenovo,Yoga 520-14IKB,2 in 1 Convertible,14,1920x1080,Intel Core i5 8250U,1.6GHz,8,SSD,256GB,Intel UHD Graphics 620,Windows 10,1.74,959.5026999999999,0,0.0,0,0
Toshiba,Portege Z30-C-16L,Ultrabook,13.3,1920x1080,Intel Core i7 6500U,2.5GHz,8,SSD,256GB,Intel HD Graphics 520,Windows 10,1.2,1454.7298999999998,18,4.2,204,19
HP,ProBook 450,Notebook,15.6,1920x1080,Intel Core i5 8250U,1.6GHz,8,HDD,1024GB,Intel UHD Graphics 620,Windows 10,2.1,847.4362,24,4.2,4428,569
Dell,Alienware 17,Gaming,17.3,1920x1080,Intel Core i7 7700HQ,2.8GHz,16,HDD,256GB,Nvidia GeForce GTX 1060,Windows 10,4.42,2621.651682,4,4.4,56,8
Acer,Aspire E5-576G,Notebook,15.6,1920x1080,Intel Core i7 7500U,2.7GHz,8,SSD,256GB,Nvidia GeForce 940MX,Windows 10,2.2,887.9935999999999,5,3.5,30,9
Dell,Inspiron 5567,Notebook,15.6,1920x1080,Intel Core i7 7500U,2.7GHz,16,HDD,1024GB,AMD Radeon R7 M445,Windows 10,2.3,916.8213729999999,0,4.5,49,8
Asus,Vivobook X541UV-DM1217T,Notebook,15.6,1920x1080,Intel Core i5 7200U,2.5GHz,8,SSD,256GB,Nvidia GeForce 920MX ,Windows 10,2,820.7537,5,3.9,28,4
Asus,K756UX-T4340T (i5-7200U/8GB/500GB,Notebook,17.3,1920x1080,Intel Core i5 7200U,2.5GHz,8,HDD,256GB,Nvidia GeForce GTX 950M,Windows 10,2.69,950.9643,0,4.3,129,16
HP,ZBook 15u,Notebook,15.6,1920x1080,Intel Core i7 7500U,2.7GHz,8,HDD,1024GB,AMD FirePro W4190M ,Windows 10,1.9,1354.4036999999998,34,4.3,365,35
Asus,Pro P2540UA-XO0198T,Notebook,15.6,1366x768,Intel Core i3 7100U,2.4GHz,4,HDD,1024GB,Intel HD Graphics 620,Windows 10,2.37,425.842027,26,4.6,79,14
HP,15-rb013nv (E2-9000e/4GB/500GB/W10),Notebook,15.6,1366x768,AMD E-Series 9000e,1.5GHz,4,HDD,500GB,AMD Radeon R2,Windows 10,2.1,352.20899999999995,13,4.4,39,3
Lenovo,Legion Y720-15IKB,Gaming,15.6,1920x1080,Intel Core i7 7700HQ,2.8GHz,16,HDD,256GB,Nvidia GeForce GTX 1060,Windows 10,3.2,1599.8826999999999,25,4.5,15,7
Dell,Vostro 5468,Notebook,14,1920x1080,Intel Core i5 7200U,2.5GHz,8,SSD,256GB,Intel HD Graphics 620,Windows 10,1.6,916.8106999999999,27,0.0,0,0
Acer,Aspire R7,2 in 1 Convertible,13.3,1920x1080,Intel Core i5 6200U,2.3GHz,8,SSD,256GB,Intel HD Graphics 520,Windows 10,1.6,735.3697,16,0.0,0,0
Dell,Inspiron 5567,Notebook,15.6,1920x1080,Intel Core i7 7500U,2.7GHz,16,SSD,256GB,AMD Radeon R7 M445,Linux,2.36,959.5026999999999,36,4.6,68,20
Acer,Aspire A315-51,Notebook,15.6,1366x768,Intel Core i3 6006U,2GHz,4,HDD,1024GB,Intel HD Graphics 520,Linux,2.1,416.24699999999996,21,3.3,3,0
Asus,X555QG-DM242T (A10-9620P/4GB/1TB,Notebook,15.6,1920x1080,AMD A10-Series A10-9620P,2.5GHz,4,HDD,128GB,AMD Radeon R5 M430,Windows 10,2.2,613.6975,0,4.0,14,3
Asus,ROG G703VI-E5062T,Gaming,17.3,1920x1080,Intel Core i7 7820HK,2.9GHz,32,HDD,512GB,Nvidia GeForce GTX 1080,Windows 10,4.7,4151.797,27,0.0,0,0
Acer,Nitro AN515-51,Gaming,15.6,1920x1080,Intel Core i5 7300HQ,2.5GHz,8,SSD,256GB,Nvidia GeForce GTX 1050,Windows 10,2.5,902.9358,9,0.0,0,0
Lenovo,IdeaPad 320-15ISK,Notebook,15.6,1366x768,Intel Core i3 6006U,2GHz,8,SSD,128GB,Intel HD Graphics 520,Windows 10,2.2,628.6397,9,3.5,33,7
Asus,VivoBook Pro,Notebook,17.3,1920x1080,Intel Core i7 8550U,1.8GHz,8,HDD,128GB,Nvidia GeForce 150MX,Windows 10,2.1,1222.0584999999999,25,0.0,0,0
Asus,F756UX-T4201D (i7-7500U/8GB/128GB,Notebook,17.3,1920x1080,Intel Core i7 7500U,2.7GHz,8,HDD,128GB,Nvidia GeForce GTX 950M,No OS,2.69,948.8296999999999,10,2.8,4,0
Dell,Inspiron 5577,Gaming,15.6,1920x1080,Intel Core i5 7300HQ,2.5GHz,8,SSD,256GB,Nvidia GeForce GTX 1050,Windows 10,2.56,938.1566999999999,21,4.2,116,15
Lenovo,Yoga 910-13IKB,2 in 1 Convertible,13.9,1920x1080,Intel Core i7 7500U,2.7GHz,8,SSD,256GB,Intel HD Graphics 620,Windows 10,1.38,1151.6166999999998,23,4.1,206,17
Dell,Inspiron 5570,Notebook,15.6,1920x1080,Intel Core i7 8550U,1.8GHz,8,HDD,128GB,AMD Radeon 530,Windows 10,2.2,1051.2904999999998,28,4.2,300,24
HP,15-bs015dx (i5-7200U/8GB/1TB/W10),Notebook,15.6,1366x768,Intel Core i5 7200U,2.5GHz,8,HDD,1024GB,Intel HD Graphics 620,Windows 10,2.04,596.6206999999999,13,4.5,108,6
Asus,Rog G701VIK-BA060T,Gaming,17.3,1920x1080,Intel Core i7 7820HK,2.9GHz,16,SSD,256GB,Nvidia GeForce GTX 1080,Windows 10,3.6,3200.8327,29,4.5,3712,412
HP,ProBook 430,Notebook,13.3,1920x1080,Intel Core i5 8250U,1.6GHz,4,HDD,500GB,Intel UHD Graphics 620,Windows 10,1.49,720.4274999999999,38,4.4,825,95
Apple,MacBook Pro,Ultrabook,13.3,2560x1600,Intel Core i5,3.1GHz,8,SSD,512GB,Intel Iris Plus Graphics 650,macOS,1.37,2177.292,24,4.4,3470,505
Dell,Inspiron 5579,2 in 1 Convertible,15.6,1920x1080,Intel Core i7 8550U,1.8GHz,8,HDD,1024GB,Intel UHD Graphics 620,Windows 10,2.08,874.1186999999999,37,0.0,0,0
Asus,ROG G752VSK-GC493T,Gaming,17.3,1920x1080,Intel Core i7 7700HQ,2.8GHz,16,HDD,256GB,Nvidia GeForce GTX 980M,Windows 10,4.3,1920.0727,41,4.2,85,4
Asus,X505BP-BR019T (A9-9420/4GB/1TB/Radeon,Notebook,15.6,1366x768,AMD A9-Series 9420,3GHz,4,HDD,1024GB,AMD Radeon R5 M420,Windows 10,1.68,500.5637,36,4.2,56,7
Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,1920x1080,Intel Core i7 8550U,1.8GHz,8,SSD,512GB,Intel UHD Graphics 620,Windows 10,1.37,1973.4377,18,4.2,1708,242
Acer,Aspire 5,Notebook,17.3,1920x1080,Intel Core i3 7130U,2.7GHz,4,SSD,256GB,Nvidia GeForce MX130,Windows 10,3,749.2446,22,4.6,10,1
Dell,Vostro 5370,Ultrabook,13.3,1920x1080,Intel Core i5 8250U,1.6GHz,8,SSD,256GB,Intel UHD Graphics 620,Windows 10,1.41,1012.8676999999999,15,4.6,17,4
HP,15-BW094nd (A6-9220/8GB/128GB/W10),Notebook,15.6,1366x768,AMD A6-Series A6-9220,2.5GHz,8,SSD,128GB,AMD Radeon R4 Graphics,Windows 10,1.91,475.90906999999993,46,4.4,1119,242
HP,Envy 17-U275cl,Notebook,17.3,1920x1080,Intel Core i7 8550U,1.8GHz,16,HDD,1024GB,Nvidia GeForce MX150,Windows 10,2.9,1130.2706999999998,30,4.2,155,20
MSI,GT73EVR 7RE,Gaming,17.3,1920x1080,Intel Core i7 7700HQ,2.8GHz,16,HDD,512GB,Nvidia GeForce GTX 1070,Windows 10,4.14,2667.1827,37,0.0,0,0
Lenovo,Yoga 720-15IKB,2 in 1 Convertible,15.6,1920x1080,Intel Core i7 7700HQ,2.8GHz,8,SSD,512GB,Nvidia GeForce GTX 1050M,Windows 10,2,1813.3427,37,4.4,91,17
Dell,Inspiron 5770,Notebook,17.3,1920x1080,Intel Core i7 8550U,1.8GHz,8,HDD,128GB,AMD Radeon 530,Windows 10,2.8,1218.8565999999998,23,4.0,35,2
Lenovo,IdeaPad 320-15ISK,Notebook,15.6,1920x1080,Intel Core i3 6006U,2GHz,4,SSD,256GB,Intel HD Graphics 520,No OS,2.2,473.8812,38,4.7,6,1
HP,ProBook 450,Notebook,15.6,1920x1080,Intel Core i5 8250U,1.6GHz,4,HDD,500GB,Intel HD Graphics 620,Windows 10,2.1,770.5906,24,4.3,126,13
Dell,Vostro 3568,Notebook,15.6,1920x1080,Intel Core i5 7200U,2.5GHz,4,HDD,1024GB,Intel HD Graphics 620,Windows 10,2.18,701.2161,31,4.5,74,10
Dell,Inspiron 3567,Notebook,15.6,1920x1080,Intel Core i5 7200U,2.5GHz,8,HDD,1024GB,AMD Radeon R5 M430,Windows 10,2.24,603.0245,28,4.6,75,17
Dell,Inspiron 5579,2 in 1 Convertible,15.6,1920x1080,Intel Core i5 8250U,1.6GHz,8,SSD,256GB,Intel UHD Graphics 620,Windows 10,2.67,852.7727,30,4.6,124,17
Asus,ZenBook Flip,2 in 1 Convertible,13.3,1920x1080,Intel Core i7 8550U,1.8GHz,8,SSD,512GB,Intel UHD Graphics 620,Windows 10,1.1,1599.8826999999999,28,4.5,1597,228
Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,1920x1080,Intel Core i5 7200U,2.5GHz,4,HDD,1024GB,Intel HD Graphics 620,No OS,2.2,498.42909999999995,26,4.4,3850,378
HP,Probook 470,Notebook,17.3,1920x1080,Intel Core i7 8550U,1.8GHz,8,HDD,1024GB,Nvidia GeForce 930MX ,Windows 10,2.5,1086.5113999999999,23,4.7,7,1
Lenovo,V330-15IKB (i7-8550U/8GB/256GB/FHD/W10),Notebook,15.6,1920x1080,Intel Core i7 8550U,1.8GHz,8,SSD,256GB,Intel UHD Graphics 620,Windows 10,2.05,939.2239999999999,22,4.3,3,0
Apple,MacBook Pro,Ultrabook,13.3,2560x1600,Intel Core i5,2.9GHz,8,SSD,512GB,Intel Iris Graphics 550,macOS,1.37,2090.7339699999998,33,0.0,0,0
Asus,Rog Strix,Gaming,17.3,1920x1080,AMD Ryzen 1700,3GHz,16,HDD,256GB,AMD Radeon RX 580,Windows 10,3.2,1653.2477,27,0.0,0,0
Dell,Inspiron 3576,Notebook,15.6,1920x1080,Intel Core i7 8550U,1.8GHz,8,SSD,256GB,AMD Radeon 520,Linux,2.14,784.540211,15,4.8,5,1
Lenovo,ThinkPad X1,2 in 1 Convertible,14,2560x1440,Intel Core i7 6600U,2.6GHz,16,SSD,512GB,Intel HD Graphics 520,Windows 10,1.36,2667.1827,33,4.5,213,45
Toshiba,Satellite Pro,Notebook,15.6,1366x768,Intel Core i7 6500U,2.5GHz,8,HDD,500GB,Nvidia GeForce 930M,Windows 10,2.2,866.6475999999999,12,4.3,10,0
